river_level,rainfall,humidity,soil_moisture,drainage_cap,temp,risk_score,risk_label
48.8574,88.9418,71.5391,0.5307,0.5076,30.7533,1,Medium
54.6216,172.9756,80.4807,0.7994,0.7107,26.0811,2,High
48.5486,21.1873,57.9456,0.2671,0.2536,34.4565,0,Low
46.2205,27.715,57.1584,0.3665,0.2986,32.1746,0,Low
46.8531,25.5163,59.9805,0.2749,0.1108,32.2572,0,Low
49.2712,47.5994,59.4811,0.3932,0.2145,35.449,0,Low
50.7943,103.3693,72.2986,0.5554,0.5052,31.1856,1,Medium
46.569,56.5589,64.3791,0.4018,0.334,33.3988,0,Low
54.9389,152.1796,77.409,0.7617,0.654,32.0479,2,High
49.9342,230.5174,98.4636,0.9051,0.9449,25.3141,2,High
45.7722,6.7253,59.7214,0.2564,0.1419,33.4629,0,Low
54.1188,155.0103,80.791,0.6907,0.5914,27.5626,2,High
48.2516,89.1113,78.8855,0.5608,0.4637,35.1367,1,Medium
50.2211,92.166,66.1095,0.5229,0.3221,31.1228,1,Medium
51.6968,189.5372,84.1,0.7893,0.6127,25.5573,2,High
42.3051,5.676,53.0485,0.1681,0.2572,35.0397,0,Low
45.8834,5.9555,61.1851,0.2285,0.1599,33.5174,0,Low
51.1313,90.4139,75.6937,0.6244,0.4338,30.5634,1,Medium
48.1865,87.743,60.1595,0.4335,0.4224,34.7483,1,Medium
48.3806,121.5629,81.3188,0.5249,0.3837,30.3899,1,Medium
45.9633,1.1908,61.7219,0.2385,0.1524,32.3943,0,Low
46.008,172.9491,84.3953,0.6904,0.6128,27.2013,1,Medium
52.6941,248.4034,88.5672,0.9062,0.8944,21.3611,2,High
48.0961,37.8479,69.1584,0.3022,0.1186,31.9687,0,Low
48.4691,83.8921,80.1594,0.4362,0.3425,33.6497,1,Medium
47.4494,95.8053,71.3753,0.4899,0.4063,29.7218,1,Medium
51.8328,197.993,86.1318,0.7708,0.6933,32.3651,2,High
42.4971,13.274,61.9721,0.3504,0.3053,29.2431,0,Low
54.0772,113.4278,73.8826,0.7503,0.4968,29.5761,2,High
48.351,83.0906,70.7419,0.5518,0.647,31.9022,1,Medium
49.3131,82.9985,76.7623,0.5264,0.4762,31.8016,1,Medium
50.3617,148.7818,80.4979,0.6999,0.5735,30.175,1,Medium
46.9775,19.7705,64.2181,0.3873,0.298,33.66,0,Low
44.356,88.2637,82.5228,0.4533,0.4634,33.9757,1,Medium
44.4828,8.0339,68.4463,0.2149,0.1588,32.2193,0,Low
46.4379,41.4501,60.5696,0.4714,0.4049,32.8661,0,Low
55.0574,145.913,89.1494,0.7724,0.5552,26.9347,2,High
53.0594,230.6252,99.172,0.99,0.8993,24.785,2,High
44.9825,80.0153,78.6741,0.5268,0.4107,31.2852,1,Medium
51.3601,186.7249,83.014,0.6982,0.7032,28.7681,2,High
46.1736,7.7414,62.1416,0.2372,0.2027,32.6636,0,Low
46.5939,132.0069,76.5229,0.5747,0.5377,29.163,1,Medium
46.9563,20.3864,63.4592,0.3474,0.3834,34.2264,0,Low
44.2186,8.165,69.902,0.2983,0.1649,34.9617,0,Low
52.3096,195.9755,88.1369,0.8199,0.6827,24.9385,2,High
42.9819,33.2727,56.0586,0.359,0.2681,34.1362,0,Low
48.3624,82.7705,69.7223,0.5234,0.5138,34.0233,1,Medium
48.587,103.2951,71.1887,0.5753,0.4819,33.1784,1,Medium
44.6171,37.9501,74.2621,0.316,0.2657,32.9259,0,Low
50.9312,83.5935,67.6375,0.5487,0.3929,32.6953,1,Medium
47.7682,70.8024,67.8764,0.4708,0.3488,31.8434,0,Low
49.1068,81.4538,69.5406,0.5489,0.5025,33.8723,1,Medium
52.4622,207.7703,97.0859,0.7878,0.7475,28.0459,2,High
43.6928,3.2374,65.2551,0.268,0.2047,32.5508,0,Low
46.3403,13.2493,64.6948,0.2138,0.1418,34.1639,0,Low
48.5777,173.6047,85.4691,0.6714,0.703,26.7423,1,Medium
50.4191,124.6322,78.5239,0.6542,0.6312,29.8244,1,Medium
46.8278,114.5535,76.4182,0.5045,0.4155,28.1126,1,Medium
49.7219,162.6312,93.0449,0.7061,0.5739,28.2573,2,High
53.6245,242.7618,87.6513,0.9088,0.799,24.981,2,High
55.4564,107.41,61.2102,0.6871,0.5934,30.4504,2,High
43.1557,37.8745,67.5175,0.3104,0.2016,33.9924,0,Low
43.7613,45.9841,73.4514,0.3352,0.2684,30.0767,0,Low
54.5492,227.2769,92.7465,0.9864,0.7815,27.4701,2,High
51.0344,137.1753,69.3041,0.6839,0.6979,31.1922,1,Medium
49.8894,118.4376,80.3104,0.6258,0.4874,33.074,1,Medium
49.8636,182.0357,80.1606,0.8088,0.8231,27.5248,2,High
53.7431,143.6193,73.6886,0.7792,0.6192,29.7757,2,High
43.0399,43.2289,61.1632,0.2716,0.2334,35.3626,0,Low
42.8909,3.3132,52.4206,0.258,0.2399,33.4631,0,Low
42.9259,43.9739,67.173,0.3409,0.2875,34.2245,0,Low
54.2324,167.5211,80.2138,0.8489,0.7884,26.8256,2,High
48.7877,85.8965,65.373,0.4424,0.3893,32.5984,1,Medium
47.8409,40.4685,77.565,0.3491,0.2541,34.1666,0,Low
47.7005,36.3048,62.4258,0.3617,0.2492,31.7561,0,Low
44.2926,32.023,64.7418,0.381,0.3653,34.7405,0,Low
48.6346,28.508,71.7613,0.3524,0.2803,32.9835,0,Low
47.6342,81.1071,74.7425,0.4761,0.3534,31.4321,1,Medium
50.5693,197.3691,97.174,0.7664,0.6242,28.7343,2,High
53.8237,243.0453,90.5458,0.9977,0.9002,27.4326,2,High
50.5487,234.7434,98.1012,0.9238,0.781,26.4402,2,High
50.0421,158.1508,84.5938,0.6715,0.494,28.6997,2,High
46.4501,6.6454,65.9055,0.2296,0.2584,36.1444,0,Low
54.5099,244.1868,98.408,1.0,0.8021,24.5817,2,High
46.3242,11.4005,57.7363,0.3169,0.0928,36.3346,0,Low
46.8253,116.2274,90.389,0.5172,0.478,29.1161,1,Medium
44.2441,16.6241,51.0241,0.3079,0.2046,33.8998,0,Low
45.4339,43.1711,61.7228,0.3865,0.2411,31.4151,0,Low
50.1433,108.3852,78.5796,0.6423,0.5248,30.4964,1,Medium
48.1073,1.5374,61.6685,0.3365,0.1833,37.9706,0,Low
51.7028,108.4942,75.8587,0.5872,0.6471,33.7073,1,Medium
47.5456,17.3016,66.0,0.2856,0.2068,37.5646,0,Low
50.4,176.8212,80.5411,0.8496,0.6194,26.6451,2,High
44.4111,58.4827,72.3871,0.3504,0.3431,38.0759,0,Low
48.3377,135.5529,78.3314,0.5275,0.5562,31.9443,1,Medium
48.4897,32.3023,71.5271,0.3133,0.2351,35.7456,0,Low
53.0886,106.0863,73.329,0.5175,0.351,31.2553,2,High
54.9786,245.6495,96.73,1.0,0.9996,22.0499,2,High
42.0,34.895,68.0726,0.3748,0.1939,32.3513,0,Low
46.33,45.6061,70.9108,0.3861,0.3689,32.3408,0,Low
48.9143,106.8622,75.1476,0.4787,0.5436,30.4276,1,Medium
49.5062,106.3888,73.4618,0.6266,0.4791,29.89,1,Medium
43.8171,0.8727,56.2471,0.2523,0.239,34.9094,0,Low
52.5358,105.8131,77.2447,0.6716,0.5808,31.7239,1,Medium
45.7946,33.0315,55.1378,0.365,0.2005,33.83,0,Low
45.8843,26.5814,65.2659,0.2521,0.3318,33.5364,0,Low
46.4036,34.6541,66.768,0.3815,0.3068,33.0928,0,Low
52.0868,233.9056,100.0,0.8331,0.6662,28.4787,2,High
48.2804,90.6771,69.3915,0.4721,0.4368,30.6003,1,Medium
45.9624,6.1937,61.8057,0.3252,0.1708,36.3097,0,Low
52.5303,179.9056,85.9821,0.837,0.7421,27.847,2,High
46.3738,93.0363,67.4948,0.4409,0.3735,27.5479,1,Medium
44.4392,58.9614,68.2271,0.3207,0.2697,37.2818,0,Low
46.2984,25.5477,56.8689,0.3263,0.1765,36.4427,0,Low
44.7216,43.8293,70.9509,0.4457,0.3371,37.7749,0,Low
50.1368,86.8212,75.1086,0.557,0.4771,33.2944,1,Medium
51.6426,219.6185,92.9044,0.9876,0.8353,26.3249,2,High
50.7376,81.1705,68.1791,0.516,0.3966,32.9027,1,Medium
47.2653,91.1825,79.8594,0.541,0.4514,30.3979,1,Medium
51.4431,132.2645,73.093,0.6415,0.631,28.0068,1,Medium
51.3629,212.7137,90.03,0.8092,0.6954,30.682,2,High
54.3023,121.6593,71.1863,0.6267,0.4378,29.5634,2,High
54.5595,206.8755,88.0465,0.9002,0.6998,27.0036,2,High
50.6605,100.5308,80.4296,0.6343,0.3766,31.9207,1,Medium
50.2436,237.8238,95.6574,0.8766,0.7677,25.0184,2,High
53.305,224.1083,86.77,0.9764,0.921,27.963,2,High
54.3277,202.4445,85.7319,0.96,0.6739,26.7031,2,High
44.1794,73.1739,68.347,0.4513,0.3642,39.1143,0,Low
49.1643,73.2991,66.0904,0.4984,0.4428,28.2564,1,Medium
51.9821,231.2761,93.7416,0.8694,0.8242,24.4132,2,High
46.1963,10.291,72.3598,0.352,0.2873,36.7422,0,Low
54.4714,246.383,91.6965,0.919,0.8279,22.0039,2,High
45.5387,24.9148,73.1372,0.3426,0.2181,34.3965,0,Low
53.5837,206.2974,88.8636,0.8023,0.726,26.0839,2,High
45.4297,26.103,65.2653,0.2606,0.2691,33.722,0,Low
48.5086,48.2701,68.0621,0.4092,0.5104,35.4917,0,Low
52.4346,198.7621,79.3449,0.8668,0.757,27.3411,2,High
48.1829,12.6307,64.0418,0.3722,0.2204,32.9931,0,Low
45.107,42.1435,53.7399,0.3474,0.2211,35.3519,0,Low
46.1492,33.7868,65.7763,0.3217,0.3859,34.1156,0,Low
45.5227,20.5189,63.6866,0.2619,0.1925,31.4182,0,Low
44.7109,80.4781,63.5924,0.4683,0.3582,30.4431,1,Medium
45.3801,51.2028,67.4922,0.406,0.3095,32.7838,0,Low
51.0584,121.8935,75.6007,0.6356,0.6621,31.6617,1,Medium
45.376,28.0528,63.1589,0.3324,0.2165,33.6212,0,Low
46.4103,6.3228,60.1673,0.3606,0.2191,36.6591,0,Low
51.7922,191.0913,83.8075,0.8545,0.5624,27.4983,2,High
43.3963,43.1663,66.4218,0.2535,0.331,31.9179,0,Low
46.4074,17.2874,66.7485,0.3512,0.2199,34.4226,0,Low
46.7183,50.6301,65.8934,0.4605,0.4032,34.4338,0,Low
47.2559,38.3142,65.1127,0.3288,0.3197,33.0987,0,Low
49.4439,123.1008,80.4799,0.6531,0.5533,27.8722,1,Medium
54.3475,118.4671,87.9334,0.8175,0.5507,30.6548,2,High
42.1269,14.0281,60.9999,0.2597,0.2104,32.6222,0,Low
45.0921,82.4675,63.0341,0.4319,0.3007,34.6996,1,Medium
48.0141,5.6971,56.3142,0.2977,0.2164,37.05,0,Low
49.8886,40.0775,68.6231,0.4196,0.3448,32.9294,1,Medium
47.8348,78.7571,78.5891,0.3966,0.3822,32.7635,0,Low
48.9154,81.0693,66.6212,0.4158,0.3894,31.5806,1,Medium
46.5242,63.0393,68.6084,0.4318,0.3132,35.4856,0,Low
47.9981,74.431,70.5168,0.4651,0.3771,28.8027,0,Low
55.1434,181.2215,81.5269,0.8628,0.6445,28.141,2,High
47.2482,5.4636,68.4411,0.2767,0.1558,32.8763,0,Low
52.0443,194.5281,93.0543,0.8198,0.8795,28.0647,2,High
46.7425,2.5523,62.0781,0.3239,0.2085,31.1315,0,Low
46.3602,4.6641,58.5534,0.162,0.1919,35.4713,0,Low
46.506,9.5892,66.1236,0.244,0.1905,38.4942,0,Low
52.463,235.28,95.5089,0.8935,0.8432,24.4972,2,High
44.5418,54.8415,65.4926,0.3613,0.3275,29.7911,0,Low
44.5527,8.6023,66.0617,0.1876,0.1566,35.9757,0,Low
51.4949,185.5628,87.825,0.7406,0.7348,26.9451,2,High
52.7229,178.6322,76.705,0.8225,0.6539,29.7418,2,High
45.9159,37.5777,60.2997,0.3714,0.1828,35.6953,0,Low
48.5699,108.7617,68.5797,0.4187,0.4569,32.713,1,Medium
44.1302,32.4934,69.7051,0.2983,0.3328,33.6489,0,Low
46.7266,7.871,57.5912,0.2818,0.1548,38.333,0,Low
50.0194,87.3535,75.3653,0.4828,0.4745,33.0949,1,Medium
52.2048,222.5842,100.0,0.8783,0.8557,24.6497,2,High
49.6944,88.7795,76.3998,0.5467,0.5508,30.1484,1,Medium
46.4697,23.4225,61.1843,0.3582,0.3848,36.6718,0,Low
46.9339,106.5598,71.2,0.5339,0.5139,32.0754,1,Medium
42.9116,35.5016,63.4385,0.3311,0.2619,32.1375,0,Low
50.2055,136.5059,73.972,0.6497,0.4548,28.8247,1,Medium
48.2429,0.8682,54.3991,0.1803,0.2242,34.8376,0,Low
48.3458,90.7879,68.6855,0.5052,0.5123,33.0091,1,Medium
54.7446,188.6968,89.0786,0.7802,0.6934,27.0061,2,High
48.7518,110.8501,72.9147,0.5717,0.5179,33.1955,1,Medium
49.0368,41.5924,64.6965,0.3931,0.2292,34.0602,0,Low
43.5848,24.1172,65.7223,0.2699,0.1873,36.7615,0,Low
53.462,226.4558,95.34,0.8714,0.7218,23.6487,2,High
50.1162,227.3774,82.1863,0.846,0.8274,28.9054,2,High
44.1687,41.1546,57.145,0.3463,0.2582,35.6934,0,Low
47.9059,38.0571,63.3978,0.3332,0.3635,33.6277,0,Low
48.9732,30.7298,58.7281,0.346,0.2817,32.7206,0,Low
47.862,64.5482,73.3094,0.3541,0.3601,35.0228,0,Low
53.2829,211.2086,87.25,0.888,0.7896,25.6347,2,High
43.8641,8.8885,70.2325,0.1851,0.2839,34.6338,0,Low
48.8099,63.5612,66.459,0.4548,0.4652,33.4681,1,Medium
47.2898,59.1326,69.8217,0.4556,0.3429,30.3635,0,Low
42.0,28.7547,60.6904,0.3326,0.2782,33.4844,0,Low
51.948,112.8987,78.2438,0.6023,0.6055,28.6408,1,Medium
48.1624,73.6628,72.8608,0.4993,0.3148,28.941,1,Medium
43.4001,26.4433,68.1408,0.2838,0.2592,38.1103,0,Low
49.5638,76.9824,70.1061,0.4032,0.3504,30.6106,1,Medium
45.3609,118.684,82.9675,0.4603,0.5785,31.5004,1,Medium
44.3688,55.078,69.2091,0.4096,0.3702,36.9857,0,Low
46.8127,49.5865,63.7264,0.4482,0.212,31.7499,0,Low
48.0674,41.5785,62.641,0.2837,0.2392,30.8163,0,Low
51.8265,191.3794,90.4372,0.8216,0.8275,30.8689,2,High
50.3092,79.4061,77.4382,0.5271,0.4794,29.9606,1,Medium
50.6239,115.3994,70.5456,0.5646,0.4272,29.5623,1,Medium
49.5519,161.2533,86.3304,0.6593,0.5518,27.4096,1,Medium
52.6021,126.8936,70.3333,0.6088,0.5419,30.2338,1,Medium
52.6487,224.9813,88.41,0.8017,0.7867,22.3585,2,High
49.746,140.9897,82.1872,0.6004,0.5441,30.6047,1,Medium
44.9729,4.9963,56.4619,0.2909,0.169,35.7306,0,Low
47.5643,112.6654,83.1019,0.5353,0.4448,32.2239,1,Medium
44.3465,1.2205,63.2138,0.2744,0.3426,36.6411,0,Low
52.4372,207.0123,83.0741,0.7514,0.7138,27.6273,2,High
46.761,69.9743,73.0737,0.4605,0.3319,31.5897,0,Low
53.6323,226.7112,85.1377,0.9553,0.8754,26.0488,2,High
48.3243,128.7232,78.0397,0.472,0.4919,28.5476,1,Medium
46.0891,21.6738,67.4209,0.2863,0.1647,34.5204,0,Low
48.9815,152.586,84.9085,0.6868,0.5937,27.3163,1,Medium
48.3804,9.5882,60.9106,0.3827,0.2298,34.8905,0,Low
52.4981,196.0545,85.7262,0.7571,0.7494,26.2775,2,High
50.3842,247.3995,88.8469,0.9873,0.9129,23.4689,2,High
46.7143,16.5097,63.2243,0.3314,0.1614,36.4401,0,Low
50.5157,242.4922,97.9713,0.858,0.885,26.8866,2,High
53.5155,140.9196,90.0524,0.7584,0.6718,29.477,2,High
51.7492,231.4848,90.1272,1.0,0.7877,22.2549,2,High
48.1578,23.6967,67.5509,0.3313,0.1924,32.2942,0,Low
55.4847,223.411,95.0999,0.9151,0.8091,25.9097,2,High
55.4212,102.9276,72.0274,0.5983,0.5007,31.8289,2,High
48.4158,97.4884,77.2532,0.6209,0.4993,32.0796,1,Medium
48.2709,102.5514,70.2754,0.5026,0.4529,31.3616,1,Medium
54.9281,152.9916,82.7039,0.7103,0.5189,28.9414,2,High
50.053,248.7375,93.7668,0.8851,0.9338,24.6197,2,High
52.2138,160.7467,84.7223,0.7065,0.564,27.3135,2,High
45.5794,1.1876,62.7821,0.227,0.265,38.2637,0,Low
48.5054,80.9811,68.6937,0.4513,0.4791,33.8258,1,Medium
45.1261,66.7321,69.2941,0.3707,0.2667,33.4962,0,Low
49.4284,31.1205,63.7137,0.3919,0.3045,31.4866,0,Low
47.6166,14.2654,56.5499,0.3849,0.3393,32.0641,0,Low
45.8497,38.0676,63.4806,0.2988,0.307,33.4129,0,Low
48.1806,96.2902,70.5854,0.4575,0.311,30.1214,1,Medium
48.7005,55.5649,62.1436,0.4489,0.3432,30.4986,0,Low
49.0963,115.8878,72.2052,0.6099,0.5731,30.5731,1,Medium
48.253,112.6504,74.4798,0.64,0.635,26.7267,1,Medium
46.9555,147.6645,80.9481,0.6983,0.5953,28.9109,1,Medium
44.8719,26.8375,57.5389,0.2277,0.1053,34.9455,0,Low
51.2479,119.0147,82.6635,0.5228,0.648,31.1935,1,Medium
48.2882,16.2458,65.3411,0.3604,0.232,30.7395,0,Low
55.4678,128.3472,77.5426,0.7345,0.6782,26.161,2,High
54.9026,240.3588,87.5556,1.0,0.8627,24.9604,2,High
42.0,4.9229,59.6265,0.2314,0.2178,33.5407,0,Low
54.8493,113.9393,74.5852,0.6357,0.4706,28.0081,2,High
44.3106,74.3995,65.0135,0.4648,0.3416,27.7193,0,Low
44.3225,24.0644,57.5602,0.2399,0.3468,32.273,0,Low
49.0433,46.2522,70.3076,0.5157,0.413,32.9462,0,Low
49.5629,26.2498,62.055,0.3887,0.2671,33.4777,0,Low
48.4439,18.0368,66.953,0.3019,0.2921,31.872,0,Low
49.5167,152.8416,81.332,0.6339,0.5484,26.8807,1,Medium
44.241,25.7961,67.3699,0.3049,0.2432,33.286,0,Low
45.7352,57.0449,71.5779,0.3883,0.3377,31.0599,0,Low
46.2304,24.7362,65.7964,0.3152,0.1909,34.6553,0,Low
48.0724,51.6823,73.1486,0.3485,0.2456,34.0513,0,Low
54.7517,162.2024,83.21,0.7701,0.5232,29.4186,2,High
44.4018,1.1144,52.6823,0.2796,0.1184,32.7679,0,Low
45.4775,20.6245,56.2114,0.2633,0.3482,34.8422,0,Low
48.8964,100.3504,70.7851,0.5558,0.3431,31.7043,1,Medium
46.9132,23.5053,67.0005,0.3851,0.2601,37.0322,0,Low
43.0054,20.0033,60.8002,0.2944,0.239,38.1487,0,Low
54.3366,213.0267,90.8503,0.8335,0.7586,28.9593,2,High
50.0277,42.4294,68.6185,0.4368,0.3771,32.3874,1,Medium
54.4525,197.8927,88.527,0.9327,0.7563,25.5407,2,High
51.0282,178.6821,73.5598,0.7875,0.7603,27.451,2,High
48.6163,200.2952,82.1068,0.8377,0.7904,25.8446,2,High
50.7139,196.1218,96.2866,0.8488,0.6522,31.3432,2,High
50.4309,93.1564,74.6722,0.4916,0.5151,33.1847,1,Medium
52.1012,109.3084,61.8048,0.701,0.507,31.8736,1,Medium
47.2599,2.1045,60.6432,0.3457,0.0825,36.5223,0,Low
49.1509,113.7216,84.9342,0.5647,0.5298,33.1932,1,Medium
51.6674,166.0712,84.6189,0.8066,0.654,29.5936,2,High
47.3024,48.465,67.0071,0.3885,0.4275,32.6792,0,Low
52.8512,213.0161,80.6804,0.8675,0.863,27.9635,2,High
50.2804,103.6023,73.1499,0.5266,0.402,32.3232,1,Medium
47.8411,25.9154,55.412,0.297,0.3074,31.729,0,Low
44.6729,26.5504,57.6048,0.3108,0.1976,38.7395,0,Low
55.1074,186.4117,78.8418,0.8289,0.6055,26.3165,2,High
47.5119,68.9888,78.3556,0.3729,0.3068,35.3251,0,Low
48.7139,33.9094,68.3875,0.3984,0.1943,33.3225,0,Low
46.764,18.3045,69.5675,0.34,0.2377,36.5855,0,Low
50.0736,141.6938,73.2198,0.6746,0.7209,29.4399,1,Medium
46.0796,99.9847,74.9517,0.5149,0.46,28.114,1,Medium
48.7705,4.2681,55.5571,0.3309,0.2401,36.9676,0,Low
47.2224,60.6655,63.9876,0.4313,0.2805,35.5202,0,Low
45.9723,47.3768,68.98,0.39,0.2739,33.0907,0,Low
51.8061,104.9714,75.59,0.6225,0.5349,32.5171,1,Medium
49.6255,158.9301,83.6814,0.6651,0.6126,27.2569,1,Medium
54.8254,162.8401,76.517,0.7175,0.5905,28.6124,2,High
45.744,0.1165,60.6543,0.2717,0.2519,37.213,0,Low
47.9573,77.3462,72.567,0.4815,0.409,32.6707,0,Low
45.3717,29.1226,60.7012,0.3425,0.4048,34.859,0,Low
49.8419,159.6038,80.9848,0.7561,0.6922,30.6695,2,High
43.6617,54.7257,59.4351,0.3542,0.2363,36.1852,0,Low
45.0792,84.8731,61.1037,0.4427,0.4106,33.8684,1,Medium
42.8007,9.1057,71.3164,0.2571,0.1111,35.2993,0,Low
54.7439,170.1126,84.8399,0.746,0.8044,28.1661,2,High
47.6312,110.0723,73.6155,0.5497,0.4158,30.9812,1,Medium
54.4,224.7161,95.4514,0.9179,0.9028,23.4435,2,High
45.6802,18.5588,58.2477,0.3429,0.3068,34.7936,0,Low
49.8789,101.4107,74.7483,0.5372,0.4162,28.6539,1,Medium
43.1247,28.0697,69.461,0.2886,0.2657,33.1291,0,Low
44.1097,31.8509,58.9488,0.2999,0.2716,35.2264,0,Low
53.1081,129.6693,75.6937,0.5514,0.583,29.0261,2,High
47.4198,40.2358,58.7292,0.3505,0.298,36.2085,0,Low
45.5874,43.3277,70.242,0.3567,0.2469,33.1862,0,Low
49.9201,86.4929,73.1359,0.4803,0.4563,33.9486,1,Medium
47.7564,20.5214,68.7314,0.3284,0.2791,33.6266,0,Low
54.9615,147.0949,84.8074,0.812,0.5726,28.9013,2,High
53.1699,233.2629,91.3497,0.9735,0.6972,27.9762,2,High
47.1573,111.699,77.6918,0.4512,0.5002,30.1778,1,Medium
44.8272,22.6323,65.2759,0.3342,0.2717,34.844,0,Low
45.6259,36.9978,68.847,0.3706,0.3154,32.6702,0,Low
52.087,236.7708,100.0,0.913,0.9398,20.9413,2,High
53.7352,147.6463,75.2181,0.611,0.6399,27.9002,2,High
51.7958,136.9352,69.7893,0.7129,0.6783,32.4469,1,Medium
49.0873,41.1049,60.4986,0.3822,0.3517,34.0268,0,Low
47.1174,41.1131,68.1197,0.385,0.3078,35.1428,0,Low
43.7402,149.0267,82.9325,0.5351,0.4725,30.8984,1,Medium
45.7299,12.9382,58.9673,0.2492,0.3085,36.0408,0,Low
48.7381,92.9909,71.6599,0.5698,0.4423,34.4708,1,Medium
49.344,72.1701,65.9323,0.5631,0.3709,31.4763,1,Medium
49.1182,8.9183,60.7131,0.3055,0.2541,37.6137,0,Low
44.58,0.4177,56.5898,0.3149,0.0668,36.3249,0,Low
45.2021,45.0234,74.4873,0.3341,0.2385,34.09,0,Low
47.9777,110.8441,82.1324,0.5325,0.4374,26.4543,1,Medium
53.2402,125.3458,81.1674,0.5965,0.4836,30.7897,2,High
46.5201,49.3581,67.0664,0.4103,0.4573,34.8609,0,Low
53.2722,210.3823,95.1495,0.8621,0.7736,27.0504,2,High
45.9582,12.3179,62.2182,0.2813,0.1643,37.0083,0,Low
53.2166,222.1925,91.9128,0.8805,0.8051,28.7033,2,High
46.2774,6.4888,52.2685,0.2294,0.2415,34.1831,0,Low
44.0287,23.0039,64.5239,0.3165,0.1075,34.2987,0,Low
46.6792,24.1878,56.9304,0.3243,0.2537,33.5016,0,Low
52.4391,172.5584,82.144,0.8092,0.6562,27.2542,2,High
44.2073,11.8852,62.5088,0.214,0.2068,34.7234,0,Low
51.5559,84.1197,67.2833,0.5554,0.3547,32.1042,1,Medium
52.6682,122.3385,79.521,0.7585,0.5596,25.9256,1,Medium
43.2433,11.2881,66.839,0.2099,0.176,34.4698,0,Low
48.2285,32.9487,60.1938,0.3471,0.1811,34.492,0,Low
51.6254,111.2951,76.1683,0.5849,0.6286,30.8077,1,Medium
54.3101,129.4097,71.885,0.6408,0.5801,29.6823,2,High
46.2727,20.8151,57.0795,0.3961,0.325,32.1456,0,Low
52.4597,239.1187,95.0268,0.8137,0.7976,22.8227,2,High
48.0932,52.5229,70.9204,0.3552,0.3266,31.8349,0,Low
48.0134,73.9348,62.8047,0.4899,0.3107,28.418,1,Medium
53.8699,221.4326,100.0,0.8708,0.7593,26.0564,2,High
46.0372,11.7471,59.1602,0.2865,0.1465,32.8465,0,Low
47.3303,95.762,74.4437,0.5074,0.4645,31.5729,1,Medium
53.7398,247.269,91.9471,0.9922,1.0,23.9873,2,High
43.3083,73.4885,68.8664,0.3998,0.4302,28.1708,0,Low
45.5138,44.9085,73.8789,0.3404,0.4188,31.241,0,Low
48.8253,70.4021,77.3837,0.4766,0.4393,32.5566,1,Medium
51.1965,190.8706,78.4697,0.7854,0.7468,28.9245,2,High
47.5148,91.3124,69.9654,0.5856,0.3937,30.8008,1,Medium
46.4947,88.1139,87.0891,0.4493,0.4336,31.9788,1,Medium
53.8068,149.1749,78.7194,0.7607,0.5934,28.6662,2,High
52.0889,199.2719,90.0115,0.8734,0.8188,26.5969,2,High
45.1692,6.0141,66.5239,0.1953,0.0755,33.137,0,Low
47.2809,53.4013,71.7424,0.3508,0.3045,32.8006,0,Low
48.8721,135.5742,64.8926,0.7237,0.5895,28.3509,1,Medium
47.6263,2.6446,62.0401,0.2558,0.3071,37.6492,0,Low
44.919,64.9046,77.8332,0.3996,0.2781,31.0534,0,Low
48.354,19.3357,62.854,0.3318,0.32,34.5789,0,Low
43.7201,42.5766,60.7548,0.3258,0.3405,31.1643,0,Low
50.6485,62.0909,63.5822,0.4585,0.3438,32.1174,1,Medium
50.0152,177.4398,83.8462,0.7507,0.7088,25.8822,2,High
50.8434,145.8414,83.7939,0.6404,0.5663,28.0268,1,Medium
43.2802,18.229,77.0002,0.2515,0.2129,36.2213,0,Low
46.712,112.239,74.2645,0.4406,0.5094,30.4199,1,Medium
49.6844,150.1115,83.8255,0.6683,0.7788,30.6527,2,High
44.7842,21.6478,55.3078,0.3099,0.3038,33.7125,0,Low
50.6033,181.9147,77.0433,0.812,0.7248,29.193,2,High
46.6087,131.8124,75.9692,0.642,0.6559,31.3639,1,Medium
51.0282,247.3425,96.8551,0.9085,0.7678,26.5317,2,High
54.1862,113.8229,75.5036,0.6957,0.508,32.3489,2,High
43.1838,14.0768,62.2371,0.1938,0.191,35.4128,0,Low
46.7928,23.4872,61.9158,0.3015,0.1647,33.2047,0,Low
50.0903,78.6214,70.8683,0.5896,0.3962,29.023,1,Medium
50.3208,83.1122,70.1665,0.5319,0.3099,30.153,1,Medium
47.2072,141.3323,73.0383,0.628,0.4815,30.13,1,Medium
50.859,122.2343,69.6553,0.6157,0.512,32.3359,1,Medium
44.1608,72.7631,76.9838,0.5001,0.3297,33.0679,0,Low
45.1803,124.1031,73.2583,0.5715,0.5491,29.4126,1,Medium
44.2108,16.6267,61.125,0.3469,0.2561,33.4826,0,Low
43.0381,40.7511,71.6549,0.2836,0.2916,33.4395,0,Low
55.2107,205.3534,87.4014,0.84,0.7274,27.9998,2,High
52.1742,134.7225,83.2486,0.6358,0.636,29.6826,1,Medium
50.6223,88.0779,67.8907,0.5706,0.4824,30.4769,1,Medium
43.3111,6.1203,68.6338,0.3165,0.2229,33.057,0,Low
45.1241,3.6271,61.6429,0.2925,0.2113,33.4228,0,Low
44.0847,30.3406,64.1135,0.3476,0.2504,32.3961,0,Low
46.8097,156.1228,81.0331,0.6546,0.7009,28.6266,1,Medium
